"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0574042748170712,0.0245804019500307,0.0367913489281908,0.0202652504533411,-0.0374018500192732,-0.0184623286843523,0.0018920121453715,-0.0196393580886539,0.0341286875119914,-0.00427845564007645
"2",0.0515220903261198,0.0864096104228463,-0.00244127509149694,-0.0171150479056887,0.00356312530048741,0.0459263172014197,-0.0160181019019459,-0.0287797976065883,0.0111933122920346,-0.00637860270985498
"3",-0.0628738067241103,-0.0317679075923454,0.014733584018053,0.000329101648417888,0.0362964555847852,0.0117584454525065,0.0184806843697639,0.0112132539754448,0.0133476697578542,-0.00445683994943289
"4",0.0344045230789867,-0.00269125121089761,-0.0362736409972243,-0.0209691977704891,-0.00650951431952766,-0.0120131139569809,-0.0334737202101239,-0.00444753476973993,-0.0122325845294054,0.00879695999005595
"5",0.0376865429757073,0.0228245605577291,-0.0505457755937182,0.0236460219146938,0.066955830031314,-0.026970397310051,0.0113542608130213,-0.05232528139741,0.0593960097899927,-0.00517490237513346
"6",-0.0292449149146636,0.0171041419505991,0.0347454662473065,0.0327056667248258,0.0254476341244122,-0.00774095605672922,-0.016891341798179,-0.000145593624866488,0.00733493770514619,0.0106308464898086
"7",-0.00256126172640085,0.0321979746105862,-0.0326949893177301,-0.0190047097995094,0.052904770389985,-0.00462202722445389,-0.0084971186174384,-0.0578939309412548,-0.0465853490009325,-0.0932448024395034
"8",-0.0204430143714186,-0.0175520472257949,-0.0500323601849545,0.0496744661274295,0.01604143582281,-0.0306287932982497,-0.0266261015145339,0.0295616453844794,-0.0144163771231393,-0.0315130814097085
"9",0.0433769890527685,-0.013951257069757,-0.0128509536120572,-0.0125739373327697,0.0307586740996672,0.0133888865084822,0.0190460541307174,0.037890812624669,0.012539681634078,-0.0166851312163928
"10",-0.0305930848588821,0.0106060533415486,-0.0301650412381117,0.0435347258431314,0.0344888418625204,-0.0296355777533937,0.0120850656686148,-0.000711718044217465,-0.0475086648756336,-0.0264167542858218
"11",-0.0251358523597703,0.0498878671759866,0.00776180121522212,0.0633104465393288,0.0237852950333995,-0.0373150582987978,0.00431581828244891,0.00732606633816752,-0.041780412684855,-0.0178855509885354
"12",0.02312657481969,-0.0117772920166449,-0.0362115000559747,0.0242442560031466,0.0485225972217191,-0.012843738305853,0.0451466188577696,0.0394518841703465,0.0202149694560635,0.013831109863797
"13",-0.0477821121453579,-0.0101829755407755,0.0106161165596763,0.0387480215404091,0.0543919391784812,-0.01759874546533,-0.031515755757796,-0.0177759459763891,0.0194567660856266,0.00319776526042236
"14",0.0594137763225533,-0.0423326766154437,0.00779848271458301,-0.00784142382582338,-0.00927993628838096,0.0104491053965596,0.0321344768258194,0.012168003328039,0.0123614107494008,-0.0140144861649602
"15",-0.0411264425500644,-0.0363698791369412,0.0248499690693611,-0.0430534364361072,0.0329200281971487,0.0221903279036643,0.0079454884549835,0.049233561462691,0.0177084545422804,-0.0198303760542708
"16",-0.0610225457840498,0.0170233298125749,0.0394623424883727,0.0114271980745723,0.0121275336367646,-0.0107534600864758,-0.00251409149995684,0.00130775260243374,0.0137351674525557,0.0147557806006474
"17",0.0730241722284371,-0.0462766149738084,0.0143671443072173,0.0114839967281606,-0.0176235683141582,0.00210382409309524,0.0266866477237739,-0.0440728771845641,-0.0172952196897117,0.0245140518229024
"18",-0.0570322903226394,-0.0133557114152302,0.0116839714396535,-0.0225407895001099,0.00480815830445563,0.09905882082375,0.00083861753431451,0.0272273388430998,-0.00156527050383163,-0.00035707444916398
"19",0.0346971084791889,-0.00873251014603979,-0.0172972909206067,-0.0206741178731753,0.0244884950793198,0.0098689369187425,0.0255374526473978,0.0261466526105188,-0.00377182685329846,-0.0100287376688497
"20",-0.0697757173663119,-0.000255296481745912,-0.0240394510167562,-0.00984953295684819,-0.00666720326420407,-0.0305745859755302,0.0458974163892098,3.90373265676521e-05,0.00365966615231433,0.00719806947341513
"21",-0.0278773127248866,-0.0806758995525947,0.0686256037035241,-0.0202789876484143,-0.0191697045240394,0.0192430832340596,0.0122662413117755,-0.0417928567888506,-0.017381921459083,0.0285763888658828
"22",0.066795491171599,-0.0438388741772312,-0.0167770056597295,-0.00506381038086342,-0.0495676681563016,-0.0241533478605129,-0.0362404650248532,-0.00427655750262395,0.00673085346558784,-0.00707171500602046
"23",0.0205215180768068,0.0515293049351456,-0.00537544533012521,0.0504975004707559,0.0175762262031156,-0.0359263477155012,0.0143745215334476,-0.0090467558190309,0.0464056370454376,0.0273116886702632
"24",-0.0254785247052368,-0.0914790039216087,0.0677590507184808,-0.0213600647375113,-0.00242570694935972,0.0369172155345897,0.0336495198789625,-0.0203612130732286,-0.0129092146211904,0.0020264234456315
"25",-0.0710151151247856,-0.00061142835086421,-0.0259162287290581,-0.0141020312234919,-0.0062007370917877,-0.0359250799151347,0.0451158875810027,0.0225626932047092,-0.00173134478234678,0.00509935688321865
"26",-0.0488344226096999,0.00727609815937373,-0.0151019386130659,-0.0410210307396771,-0.0229915099381469,-0.0118601891788547,0.031716746455388,-0.0169307735669021,0.0130075396125145,-0.0130191983571783
"27",-0.0519274164747182,0.00854651531082857,-0.0531739665420709,-0.0902112845023572,-0.0264628965088906,-0.0286058661646781,-0.0190561875078533,-0.0487673010084686,0.00463577818290221,-0.033538699313911
"28",0.00295333250767333,-0.05876218268337,0.0181370085445721,0.0934315823538892,-0.004774984289159,-0.0292032080265776,0.0260503947908229,-0.0394864757167228,-0.0643091905223333,-0.0295812676104855
"29",0.0405808009741994,-0.000311461525217611,-0.0164561672788136,-0.0139249482509837,0.0169384786492214,-0.00405432479870526,0.00392360846804071,0.00982502585116285,-0.0105872262223739,0.00913244590684038
"30",-0.0680282914583258,-0.0152281795587899,-0.0457819335811487,-0.00687667712246495,-0.0237192821333701,-0.0362579531974277,0.00945679375103168,0.00121352648393339,0.00716629862028987,0.0114614901551288
"31",-0.0319735659053488,0.0110331518942547,-0.00500053784264923,-0.0298056264159042,-0.00522070906034425,-0.0112058568144891,0.00313656253096333,-0.00622189968419554,-0.0633585042216505,-0.0369635698998234
"32",0.0362893296670985,0.039980558085384,0.0105083107885435,-0.00661330244845251,0.0022265546489218,-0.00764726320774659,0.002807473321274,0.00259376047080194,-0.00154982038322266,0.00992994819471523
"33",-0.0595484332752922,0.00917048069358196,0.0112001182792688,-0.0198662331836328,-0.00709401288440225,0.083332884419896,-0.0309657062024069,0.011935147478521,-0.0081562089685777,0.0220617435738435
"34",-0.077855909864279,0.0563595490456403,-0.00375663133330505,0.00858216619861934,-0.032971352510561,-0.00112260171111691,0.0432669446448618,0.0287821953960589,0.0101162478651578,0.0154594566407987
"35",0.0571148845865476,0.097739693116317,-0.00266045820466013,-0.0231070652815803,0.00407634123219009,0.046931782588032,-0.017917394948786,-0.0270111412284787,0.0122474826417605,-0.00202577108784944
"36",-0.00493937620430108,-0.024932700730199,0.023293362764276,-0.01316148465957,0.0412354787047301,0.0107794312743944,-0.03130613998402,0.0257081664460724,0.00160487375335401,-0.00240202343477505
"37",0.0347557989832486,0.038749171194073,0.00717127887874478,-0.0115347408756742,0.00266742709710911,-0.0136486496501274,0.00566078832633472,0.0202510677879877,-0.0033679303680403,0.00794687619236976
"38",0.0681721802201286,0.0125849384144957,0.0383377468846812,0.00933730179428126,-0.0206999413822801,-0.0132716288908833,0.00424610782359408,0.03298260550214,0.0242598096316559,-0.0105497375089645
"39",0.0121177848392844,0.0838746479244526,0.0222069488209444,-0.000142129507185974,0.0361470998588394,-0.0203662764536781,-0.0311726602200311,-0.0506111536679585,-0.0563260771914226,-0.0829513660905278
"40",-0.0179813777919426,-0.0305160931228593,0.0219753768500513,-0.0119580022791879,-0.0436129181661441,-0.0115673338570762,0.021649157306462,-0.00328276904234637,-0.0537738360917504,-0.0564567290550241
"41",-0.0412491641764945,0.0277791943209108,0.0348554964124505,0.0363445356448311,0.0249537670089748,-0.0160561471795635,-0.0190372258772103,-0.0103970113697464,0.0272318371636006,0.00941053263527761
"42",0.0701702452759613,-0.0373724908639722,0.018892658153621,-0.00724849724013478,-0.0142659741415669,0.0142953135454336,0.0208210916905804,-0.00114908802907834,-0.00989787024166893,-0.0182620544412837
"43",-0.0108060928288906,-0.047768771195676,-0.0230345213923052,0.0732968898345999,-0.0357336113046598,-0.0310778031877219,-0.019082179295914,-0.0161727830566809,-0.0240557884519655,-0.0304852057940077
"44",-0.00788338566581101,0.0255597609083009,0.0514053136234697,-0.00687424483094087,0.0236512713101074,0.000397786511051701,-0.032909038972835,0.00482592346984882,-0.0129369634286743,0.00778761501462458
"45",0.0371873294442485,-0.0031905347559707,-0.0365797085226691,-0.0205546221272207,-0.00423368841154577,-0.0123275368741627,-0.0357068219528008,-0.00521066626409511,-0.0141534502597561,0.0080310059961942
"46",-0.0552523574496242,0.0108037826378415,-0.0177763985912203,-0.0513232979488345,-0.0269625511592087,-0.0213200388608095,0.0351910962410446,-0.0111403959883902,0.0122053626244393,-0.00868236339900563
"47",0.0705149646396227,-0.0462502627609153,0.014821575094924,0.00379378416889818,-0.00819764059061737,0.017672219490086,0.0328164462364308,0.000975414865303955,0.0039911651243943,-0.0192930032321765
"48",0.023927747281329,-0.0288721839553141,-0.0588183710692746,0.0367610216459151,0.0214279676881451,-0.0304455322527585,0.000751140827728284,-0.01711289528564,0.00263595219578431,0.0651045347013767
"49",-0.041537451093783,-0.00947503591957442,0.0109129083818343,0.0275457782337343,0.0867290606122559,-0.0094576102963607,-0.0419742215718771,-0.0280417479941969,0.0155081101673235,-0.00687248377945673
"50",-0.0175742540135417,-0.025715088054972,-0.000682471065678521,0.0991257567616528,-0.0129896810029845,-0.0415020112849365,0.0091059970283901,-0.0314938314226128,-0.0113033902359068,-0.059236450866832
"51",-0.0552606130384094,0.0147862069990283,0.0428173506833857,0.0188424943990155,-0.0643412432060459,-0.0488500647545361,0.0529457971539663,0.0047790546060076,0.0206052630172934,0.00312350871919652
"52",0.0275398844018292,0.0443618299031796,0.00503113555756751,-0.00142495309590969,-0.00318098357230159,-0.0106472241389361,0.00448404431574064,-0.0127691605276412,0.0224235437687808,0.00146543719337589
"53",-0.0216811091650829,0.0520248325914879,0.00934647656902897,0.0583391407161545,0.0249768376207464,-0.036626418357799,0.00544994330437919,0.00455186116456555,-0.040315708089325,-0.0191665996554358
